index,ID,Title,Citation,Content,SectionDetail1,SectionDetail2,SectionDetail3,SectionDetail4,CodingSummary,Disease Investigation,DIxRef,Disease Reporting,DRepxRef,Syndromic Surveillance,SSxRef,Lab Reporting,LRxRef,Cancer Registry,CRxRef,Immunization Registry,IRxRef,Vital Statistics,VSxRef,Birth Defects,BDxRef,Newborn Blood Screening,NBBSxRef,MethPrecursorTracking,MethTrackingxRef,Anatomical Gift,AGxRef,Mental and Behavioral Health Reporting,MHRxRef,Accountable Care Organizations,ACOxRef,HIE-HIO,HIExRef,EHR-Treatment,EHRxRef,EHR-Education,EdxRef,EHR-Corrections,CxRef,Workers Compensation,WCxRef,Payor,PxRef,Prescription Drug Monitoring Program,PDMPxRef,ControlledSubstances,CSxRef,HealthCareQuality,HCQxRef,AdvanceDirectiveInformationSystems,ADISxRef,TraumaInformationSystems,TISxRef,ChildBloodLead,CBLxRef,NewbornHearingScreening,NBHSxRef,MedicalMarijuana,MMxR,EMSReporting,EMSxRef,ChildSupportWelfareFoster,CSupportxRef,HazardousSubstanceRegistry,HazSubxRef,DriversLicense,DLxRef,ResearchPublicUse,PubUsexRef,HITOversight,HITOxRef,GovernmentRecords,GovRecxRef,OccupationalHealth,OHxRef,PublicAssistance,PubAssistxRef,DentalIdentification,DentalxRef,VulnerablePopulations,VulnerablePopxRef,BreathTestingRec,BreathTestxRef,VoterRegistration,VoterRegxRef,PropertyTax,PropertyTaxxRef,FamilyPlanning,FamPlanxRef,HealthcareServiceReport,HCSReportxRef,InfectiousDisEpiSystem,IDEpiSystemxRef,AdminInvestigations,AdminInvestxRef,MedMalReporting,MedMalxRef,MentalHealthGun,MHGunxRef,BirthRelatedComp,BirthRelatedCompxR,ChronicDiseaseIS,ChronicDiseaseISxR,Location 1
322,1438,"NAC 630A.146 Homeopathic physicians: Duties. (NRS 630A.155, 630A.200)",NV ADC 630A.146 | Chapter 630A. Homeopathic Medicine,Regulations,Chapter 630A. Homeopathic Medicine,Intrastate Practice Using Electronic Means,,,"EHR-T,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
323,804,PART II. Part II of Appendix A,KY ST § PART II,Statutes,Title VI. Financial Administration,Chapter 47. Appropriations,Budget Appendices,Appendix A. State/Executive Branch Budget 2012 Hb 265 [2012 Ky. Acts Ch. 144],"EHR-E,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
324,1264,71-616.03. Filing and issuing vital records; additional methods authorized,NE ST § 71-616.03,Statutes,Chapter 71. Public Health and Welfare,Article 6. Vital Statistics,,,"VS,",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
325,1775,§ 44-117-340. Applicability of laws and regulations for oral prescription drug orders; records; location of facsimile machine.,SC ST § 44-117-340,Statutes,Title 44. Health,Chapter 117. Prescription Information Privacy Act,Article 3. Electronic Prescription Processing,,"EHR-T,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
326,883,§ 2. Definitions,MA ST 113A § 2,Statutes,Part I. Administration of the Government (Ch. 1-182),Title XVI. Public Health (Ch. 111-114),Chapter 113A. Uniform Anatomical Gift Act,,"AG,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
327,948,.08 Physician Order Entry System.,MD ADC 10.09.06.08 | Title 10 Department of Health and Mental Hygiene,Regulations,Title 10 Department of Health and Mental Hygiene,Subtitle 09 Medical Care Programs,Chapter 06 Hospital Services,,"Pay,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
328,2414,3860/1. Short title,IL ST CH 20 § 3860/1,Statutes,Chapter 20. Executive Branch,Illinois Research Park Authority,Act 3860. Illinois Health Information Exchange and Technology Act,,"HIE,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
329,2359,§ 130278. Adoption of procedural standards for regulations,CA HLTH & S § 130278,Statutes,Health and Safety Code,Division 109.6. Health Information Exchange Privacy and Security Demonstration Projects,,,"HIE,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
330,149,R17-4-504. Medical Alert Conditions,AZ ADC R17-4-504 | Title 17. Transportation,Regulations,Title 17. Transportation,"Chapter 4. Department of Transportation Title, Registration, and Driver Licenses",Article 5. Safety,,"Other, DriversL,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
331,1846,§ 68-11-306. Abstracts; reproductions,TN ST § 68-11-306,Statutes,"Title 68. Health, Safety and Environmental Protection",Health,Chapter 11. Health Facilities and Resources,Part 3. Medical Records Act of 1974,"EHR-T, OtherxR, ResearchPubUsexR,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
332,528,64B13-3.003. Patient Records; Transfer or Death of Licensed Practitioner.,64 FL ADC 64B13-3.003 | Title 64. Department of Health,Regulations,Title 64. Department of Health,Subtitle 64B13. Board of Optometry,Chapter 64B13-3. Standards of Practice,,"EHR-T,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
333,2069,§ 32.1-46.01. Virginia Immunization Information System,VA ST § 32.1-46.01,Statutes,Title 32.1. Health,Chapter 2. Disease Prevention and Control (Refs & Annos),Article 3. Disease Control Measures,,"IR,",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
334,1332,8:2A-3.1 Participation in NJ-EDRS required,NJ ADC 8:2A-3.1 | Title 8. Health,Regulations,Title 8. Health,Chapter 2A. Death Records (Refs & Annos),Subchapter 3. New Jersey Electronic Death Registration System,,"VS,",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
335,2626,§ 30.182. Administration of the Program,4 TX ADC § 30.182 | Title 4. Agriculture,Regulations,Title 4. Agriculture,Part 1. Texas Department of Agriculture,Chapter 30. Community Development,Subchapter B. State Office of Rural Health,"EHR-TxR, Pay,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
336,2133,§ 10301. Health IT-fund,VT ST T. 32 § 10301,Statutes,Title Thirty-Two. Taxation and Finance,Subtitle 2. Taxation,Part 5. Special Taxes,Chapter 241. Health It-Fund,"EHR-TxR, Pay,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
337,2285,§ 85-20-5. Qualified Providers and Registration.,WV ADC § 85-20-5 | Title 85. Workers’ Compensation Rules of the West Virginia Insurance Commissioner,Regulations,Title 85. Workers' Compensation Rules of the West Virginia Insurance Commissioner,Exempt Legislative Rule (Ser. 20),"Series 20. Medical Management of Claims, Guidelines for Impairment Evaluations, Evidence, and Ratings, and Ranges of Permanent Partial Disability Awards",,"WC,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
338,1360,"T. 8, Ch. 57, Subch. 1, App. A, 8:57-1 App. A","NJ ADC T. 8, Ch. 57, Subch. 1, App. A, 8:57-1 App. A | Title 8. Department of Health and Senior Services",Regulations,Title 8. Department of Health and Senior Services,Chapter 57. Communicable Diseases (Refs & Annos),Subchapter 1. Reportable Communicable Diseases,Appendix A,"DRxR, LR,",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
339,363,502-1:21.190.2. CONTENT OF RECORDS,2 CO ADC 502-1:21.190.2 | Title 500. Department of Human Services,Regulations,Title 500. Department of Human Services,502. Behavioral Health,2 CCR 502-1. Care and Treatment of the Mentally Ill,502-1:21.000. Behavioral Health,"EHR-T,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
340,107,"007.12.1-12.0. REPORT OF INDUCED TERMINATION OF PREGNANCY AND SPONTANEOUS FETAL DEATH, (MISCARRIAGES) OF LESS THAN 20 WEEKS",AR ADC 007.12.1-12.0 | Title 007. Department of Health,Regulations,Title 007. Department of Health,ision 12. Division of Vital Records,Rule 1. Vital Records,,"VS,",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
341,2576,§ 7100.4. Authorization form for exchange of health information--Instructions,OK ST T. 63 § 7100.4,Statutes,Title 63. Public Health and Safety,Chapter 83. Oklahoma Health Information Exchange Act,,,"HIE,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
342,2547,30:4D-17.33. Medicaid medical home demonstration project; program contents; definitions,NJ ST 30:4D-17.33,Statutes,Title 30. Institutions and Agencies,Subtitle 1B. Medical Assistance,Chapter 4D. Medical Assistance Program,I. Medical Assistance and Health Services Act,"Pay, OtherxR, ChronicISxR,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
343,484,1003.22. School-entry health examinations; immunization against communicable diseases; exemptions; duties of Department of Health,FL ST § 1003.22,Statutes,Title XLVIII. K-20 Education Code (Chapters 1000-1013),Chapter 1003. Public K-12 Education,Part II. School Attendance,,"EHR-E,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
344,2523,§ 41-119-21. Repealer,MS ST § 41-119-21,Statutes,Title 41. Public Health,"Chapter 119. Health Information Technology Act [Repealed July 1, 2019]",,,"HIE,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
345,1014,10. Collection And Release Of Information,"ME ADC 10-144 Ch. 274, § 10 | 10. Department of Health and Human Services",Regulations,10. Department of Health and Human Services,144. Department of Human Services - General,Chapter 274. Immunization Information System (Iis) Rules,,"IR, PayxR,",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
346,688,50/18.05. Illinois Adoption Registry and Medical Information Exchange,IL ST CH 750 § 50/18.05,Statutes,Chapter 750. Families,Act 50. Adoption Act,,,"VSxR, Other, ChildSupport,",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
347,1616,"Ch. 366, § 6. Legislative findings relating to vital statistics; duties of state registrar","OR LAWS 2013, Ch. 366, § 6",Statutes,2013 Undesignated Enactments (Refs & Annos),"Laws 2013, Chapter 366",,,"VS,",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
348,2140,12-3-224:4.00. General Program Rules.,VT ADC 12-3-224:4.00 | Title 12. Agency of Human Services,Regulations,Title 12. Agency of Human Services,Subtitle 3. Department for Children and Families (Dcf),Economic Services Division,Rule 224. Health Benefits Eligibility and Enrollment,"Pay,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
349,735,430.20 Definitions,89 IL ADC 430.20 | Title 89: Social Services,Regulations,Title 89: Social Services,Chapter III(2): Department of Children and Family Services,Subchapter F: General Adminstration,Part 430: Office of the Inspector General (Oig),"Other, ChildSupport,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
350,1269,He-M 408.02 Definitions.,NH ADC HE-M 408.02 | Office of Legislative Services,Regulations,Office of Legislative Services,Division of Administrative Rules,Department of Health and Human Services Division of Mental Health and Developmental Services,Chapter HE-M 400. Community Mental Health,"EHR-T,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
351,785,28-67-9 System security.,KS ADC 28-67-9 | Agency 28. Department of Health and Environment,Regulations,Agency 28. Department of Health and Environment,Article 67. Health Care Database,,,"HIE,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
352,969,.02 Definitions.,MD ADC 10.34.22.02 | Title 10 Department of Health and Mental Hygiene,Regulations,Title 10 Department of Health and Mental Hygiene,Subtitle 34 Board of Pharmacy,Chapter 22 Licensing of Wholesale Prescription Drug or Device Distributors,,"CS,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
353,942,.02 Definitions.,MD ADC 10.01.16.02 | Title 10 Department of Health and Mental Hygiene,Regulations,Title 10 Department of Health and Mental Hygiene,Subtitle 01 Procedures,Chapter 16 Retention and Disposal of Medical Records and Protected Health Information,,"EHR-T,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
354,1037,144.291. Minnesota Health Records Act,MN ST § 144.291,Statutes,Health (Ch. 144-159),Chapter 144. Department of Health,Minnesota Health Records Act,,"HIE,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
355,1669,333-071-0125 Safety and Emergency Precautions,"OR ADC 333-071-0125 | Chapter 333. Oregon Health Authority, Public Health Division",Regulations,"Chapter 333. Oregon Health Authority, Public Health Division",Division 71. Special Inpatient Care Facilities,,,"EHR-T,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
356,886,§ 2. Health information technology council,MA ST 118I § 2,Statutes,Part I. Administration of the Government (Ch. 1-182),Title XVII. Public Welfare (Ch. 115-123B),Chapter 118I. Health Information Technology,,"HIE,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
357,167,"R9-25-101. Definitions (Authorized by A.R.S. §§ 36-2201, 36-2202, 36-2204, and 36-2205)",AZ ADC R9-25-101 | Title 9. Health Services,Regulations,Title 9. Health Services,Chapter 25. Department of Health Services Emergency Medical Services,Article 1. Definitions,,"EHR-T,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
358,120,"016.06.49-241.000. Reimbursement Methodology for Dates of Service On and After January 1, 2001.",AR ADC 016.06.49-241.000 | Title 016. Department of Human Services,Regulations,Title 016. Department of Human Services,Division 06. Division of Medical Services,Rule 49. Rural Health Clinic Services Provider Manual,,"EHR-TxR, Pay,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
359,1430,720.140. Applicability of chapter,NV ST 720.140,Statutes,Title 59. Electronic Records and Transactions (Chapters 719-720),Chapter 720. Digital Signatures,,,"EHR-T,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
360,131,070.00.7-07-04-0003. Computer Records for Partial Filling,AR ADC 070.00.7-07-04-0003 | Title 070. Board of Pharmacy,Regulations,Title 070. Board of Pharmacy,Division 00.,le 7. Drug Products/Prescriptions,,"EHR-T, CSxR,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
361,246,"69L-7.602. Florida Workers’ Compensation Medical Services Billing, Filing and Reporting Rule.",69 FL ADC 69L-7.602 | Title 69. Department of Financial Services,Regulations,Title 69. Department of Financial Services,Subtitle 69L. Workers' Compensation,Chapter 69L-7. Workers' Compensation Medical Reimbursement and Utilization Review,,"WC,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
362,2351,§ 130250.1. Short title; implementation,CA HLTH & S § 130250.1,Statutes,Health and Safety Code,Division 109.5. California Health Information Technology and Exchange Act,,,"HIE,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
